ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,PubMedIDs
"1,2-diacetylbenzene",C048792,704-00-7,"Gait Disorders, Neurologic",MESH:D020233,marker/mechanism,18502740
"1,2-diacetylbenzene",C048792,704-00-7,Memory Disorders,MESH:D008569,marker/mechanism,28734998|36100143
"1,2-diacetylbenzene",C048792,704-00-7,Motor Disorders,MESH:D000068079,marker/mechanism,36100143
"1,2-diacylglycerol",C011439,,Diabetic Cardiomyopathies,MESH:D058065,marker/mechanism,3044883
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,"Dermatitis, Allergic Contact",MESH:D017449,marker/mechanism,12081698|12755729|14746621|15059095|15491422|15701121|15701124|15701125|15701126|15725286|15811027|15859992|15932584|16036118|16191021|16426287|16585981|16823706|16958921|17295694|17627659|18021599|18537990|18759875|18795931|19457305|20236197|20557338|26795242
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,"Dermatitis, Contact",MESH:D003877,marker/mechanism,25724174
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,"Dermatitis, Occupational",MESH:D009783,marker/mechanism,17627659
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,Eczema,MESH:D004485,marker/mechanism,15811027
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,Facial Dermatoses,MESH:D005148,marker/mechanism,12755729
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,Hand Dermatoses,MESH:D006229,marker/mechanism,12755729|15701121|15811027|16036118|16426287|17627659
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,Hypersensitivity,MESH:D006967,marker/mechanism,15701124|15701125
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,Skin Ulcer,MESH:D012883,marker/mechanism,20725155
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Atrophy,MESH:D001284,marker/mechanism,3228205|6487690
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Azoospermia,MESH:D053713,marker/mechanism,73955
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Breast Neoplasms,MESH:D001943,marker/mechanism,11921183
"1,2-dibromo-3-chloropropane",C007318,96-12-8,"Infertility, Male",MESH:D007248,marker/mechanism,17353961
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Kidney Diseases,MESH:D007674,marker/mechanism,2734806
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Lung Neoplasms,MESH:D008175,marker/mechanism,292813
"1,2-dibromo-3-chloropropane",C007318,96-12-8,"Mammary Neoplasms, Experimental",MESH:D008325,marker/mechanism,11921183
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Necrosis,MESH:D009336,marker/mechanism,2734806
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Nose Neoplasms,MESH:D009669,marker/mechanism,9385384
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Oligospermia,MESH:D009845,marker/mechanism,12759094|73955
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Skin Neoplasms,MESH:D012878,marker/mechanism,292813
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Stomach Neoplasms,MESH:D013274,marker/mechanism,292813|3768853
"1,2-dibromo-3-chloropropane",C007318,96-12-8,Weight Loss,MESH:D015431,marker/mechanism,6487690
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Hepatomegaly,MESH:D006529,marker/mechanism,27932249
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Inflammation,MESH:D007249,marker/mechanism,27932249
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Kidney Diseases,MESH:D007674,marker/mechanism,27932249
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Prostatic Diseases,MESH:D011469,marker/mechanism,33848595
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Splenomegaly,MESH:D013163,marker/mechanism,27932249
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Weight Loss,MESH:D015431,marker/mechanism,27932249
"1,2-dibromobenzene",C102879,583-53-9,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,8821673|9456081
"1,2-dichloro-1,2,3,3,4,4-hexafluorocyclobutane",C090640,356-18-3,Seizures,MESH:D012640,marker/mechanism,11574358|9768802
"1,2-dichloro-4-nitrobenzene",C028328,99-54-7,"Dermatitis, Allergic Contact",MESH:D017449,marker/mechanism,26795242
"1,2-dichloroethylene",C035384,540-59-0,"Abnormalities, Drug-Induced",MESH:D000014,marker/mechanism,8449394
"1,2-dichloroethylene",C035384,540-59-0,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,7497910
"1,2-dichloroethylene",C035384,540-59-0,"Micronuclei, Chromosome-Defective",MESH:D048629,therapeutic,32199159
"1,2-dihydro-1,2-dihydroxy-6-nitrochrysene",C042316,91828-72-7,"Mammary Neoplasms, Animal",MESH:D015674,marker/mechanism,19886636
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Cardiomegaly,MESH:D006332,therapeutic,39214269
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Cardiotoxicity,MESH:D066126,therapeutic,39214269
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Necrosis,MESH:D009336,therapeutic,19728331
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Pulmonary Fibrosis,MESH:D011658,therapeutic,21439370
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Weight Loss,MESH:D015431,therapeutic,39214269
"1-((2-dimethylamino)ethylamino)-4-(2-(3-hydroxymethylpiperidin-1-yl)ethylamino)-5,8-dihydroxyanthracene-9,10-dione",C505980,,Ovarian Neoplasms,MESH:D010051,therapeutic,16220985
"1,2-Dimethylhydrazine",D019813,540-73-8,Aberrant Crypt Foci,MESH:D058739,marker/mechanism,16733082|22326950|22750881|29031619|29108773|29155087|29999212|30090573|30720227
"1,2-Dimethylhydrazine",D019813,540-73-8,Adenocarcinoma,MESH:D000230,marker/mechanism,1113308|1617211|16774945|1933837|22282992|24740923|29879413|34627785|38563870|7226115
"1,2-Dimethylhydrazine",D019813,540-73-8,Adenoma,MESH:D000236,marker/mechanism,16774945|9695784
"1,2-Dimethylhydrazine",D019813,540-73-8,"Cell Transformation, Neoplastic",MESH:D002471,marker/mechanism,38563870
"1,2-Dimethylhydrazine",D019813,540-73-8,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,28782499|29155087|32387197
"1,2-Dimethylhydrazine",D019813,540-73-8,Chromosome Breakage,MESH:D019457,marker/mechanism,29155087
"1,2-Dimethylhydrazine",D019813,540-73-8,Colonic Diseases,MESH:D003108,marker/mechanism,21453689|24740923|32524861|33190582|33754881|35567572
"1,2-Dimethylhydrazine",D019813,540-73-8,Colonic Neoplasms,MESH:D003110,marker/mechanism,10503899|1113308|12351152|12628520|12800193|1358165|15884131|1617211|16293270|16338953|16377080|16733082|16774945|18155637|1933837|19497424|19723570|20660995|21427588|21554931|22326950|22982865|25321483|25824412|28782499|29108773|29155087|29879413|30194994|3353523|34541749|3945967|7226115|9484814
"1,2-Dimethylhydrazine",D019813,540-73-8,Colonic Polyps,MESH:D003111,marker/mechanism,39692359
"1,2-Dimethylhydrazine",D019813,540-73-8,Colorectal Neoplasms,MESH:D015179,marker/mechanism,15271505|22206623|26388957|33548266|34627785|39692359|39843995|40070168
"1,2-Dimethylhydrazine",D019813,540-73-8,Diarrhea,MESH:D003967,marker/mechanism,39692359
"1,2-Dimethylhydrazine",D019813,540-73-8,"Disease Models, Animal",MESH:D004195,marker/mechanism,29108773|39843995
"1,2-Dimethylhydrazine",D019813,540-73-8,Edema,MESH:D004487,marker/mechanism,29999212
"1,2-Dimethylhydrazine",D019813,540-73-8,Gastrointestinal Neoplasms,MESH:D005770,marker/mechanism,3804115
"1,2-Dimethylhydrazine",D019813,540-73-8,Hemangiosarcoma,MESH:D006394,marker/mechanism,2737135
"1,2-Dimethylhydrazine",D019813,540-73-8,Hepatomegaly,MESH:D006529,marker/mechanism,21864636
"1,2-Dimethylhydrazine",D019813,540-73-8,Hyperplasia,MESH:D006965,marker/mechanism,21864636|29031619|29999212|33190582
"1,2-Dimethylhydrazine",D019813,540-73-8,Inflammation,MESH:D007249,marker/mechanism,32387197|35567572
"1,2-Dimethylhydrazine",D019813,540-73-8,Intestinal Neoplasms,MESH:D007414,marker/mechanism,22282992|4703115
"1,2-Dimethylhydrazine",D019813,540-73-8,Kidney Neoplasms,MESH:D007680,marker/mechanism,9695784
"1,2-Dimethylhydrazine",D019813,540-73-8,"Liver Neoplasms, Experimental",MESH:D008114,marker/mechanism,17113696
"1,2-Dimethylhydrazine",D019813,540-73-8,Lung Neoplasms,MESH:D008175,marker/mechanism,16774945
"1,2-Dimethylhydrazine",D019813,540-73-8,"Micronuclei, Chromosome-Defective",MESH:D048629,marker/mechanism,40713012
"1,2-Dimethylhydrazine",D019813,540-73-8,Necrosis,MESH:D009336,marker/mechanism,29999212
"1,2-Dimethylhydrazine",D019813,540-73-8,"Neoplasms, Experimental",MESH:D009374,marker/mechanism,15884131|22206623|22282992|25824412|29155087|33548266|34627785|7226115
"1,2-Dimethylhydrazine",D019813,540-73-8,Papilloma,MESH:D010212,marker/mechanism,21864636
"1,2-Dimethylhydrazine",D019813,540-73-8,Precancerous Conditions,MESH:D011230,marker/mechanism,10076572|2578334|29031619|3167864|32387197|32524861|6208592|8603473|8631131|9356307
"1,2-Dimethylhydrazine",D019813,540-73-8,Sarcoma,MESH:D012509,marker/mechanism,9695784
"1,2-Dimethylhydrazine",D019813,540-73-8,Splenomegaly,MESH:D013163,marker/mechanism,39843995
"1,2-Dimethylhydrazine",D019813,540-73-8,Thyroid Neoplasms,MESH:D013964,marker/mechanism,21864636
"1,2-Dimethylhydrazine",D019813,540-73-8,Weight Loss,MESH:D015431,marker/mechanism,29108773|30194994|39692359|40070168
"1,2-dioleoyloxy-3-(trimethylammonium)propane",C070046,113669-21-9,"Protein Aggregation, Pathological",MESH:D066263,marker/mechanism,29649360
"1,2-Dipalmitoylphosphatidylcholine",D015060,2644-64-6,Hyperalgesia,MESH:D006930,marker/mechanism,8778746
"1,2-Dipalmitoylphosphatidylcholine",D015060,2644-64-6,Kidney Diseases,MESH:D007674,therapeutic,1929286
"1,2-Dipalmitoylphosphatidylcholine",D015060,2644-64-6,"Micronuclei, Chromosome-Defective",MESH:D048629,marker/mechanism,15799244
"1,2-Dipalmitoylphosphatidylcholine",D015060,2644-64-6,Pain,MESH:D010146,therapeutic,10910861|8778746
"1,2-Dipalmitoylphosphatidylcholine",D015060,2644-64-6,"Reflex, Abnormal",MESH:D012021,therapeutic,10910861
"1,2-diphenylhydrazine",C032041,,Adenocarcinoma,MESH:D000230,marker/mechanism,12806399
"1,2-diphenylhydrazine",C032041,,Breast Neoplasms,MESH:D001943,marker/mechanism,11921183|12806399
"1,2-diphenylhydrazine",C032041,,"Carcinoma, Hepatocellular",MESH:D006528,marker/mechanism,12806399
"1,2-diphenylhydrazine",C032041,,"Liver Neoplasms, Experimental",MESH:D008114,marker/mechanism,12806399
"1,2-diphenylhydrazine",C032041,,"Mammary Neoplasms, Experimental",MESH:D008325,marker/mechanism,11921183
"1,2-diphenylhydrazine",C032041,,"Neoplasms, Squamous Cell",MESH:D018307,marker/mechanism,12806399
1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine,C039737,67469-57-2,Hyperkinesis,MESH:D006948,marker/mechanism,14556232
1-(2 (diphenylmethoxy)ethyl)-4-(3-phenylpropyl)piperazine,C044630,,Seizures,MESH:D012640,marker/mechanism,12573515|8613919
"1,2-epoxy-4-vinylcyclohexane",C118009,11094-48-7,Movement Disorders,MESH:D009069,marker/mechanism,26117601
"1,2-epoxybutane",C027488,106-88-7,Nose Neoplasms,MESH:D009669,marker/mechanism,9385384
"1,2-epoxybutane",C027488,106-88-7,Polyneuropathies,MESH:D011115,marker/mechanism,8472653
"1-(2-fluorophenyl)-3-(2-(morpholin-2-yl)ethyl)-1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide",C568514,,Pain,MESH:D010146,therapeutic,21916421
1-(2-hydroxy-1-phenylethyl)-3-(4-(pyridin-4-yl)phenyl)urea,C552258,,"Arthritis, Experimental",MESH:D001169,therapeutic,20710117
1-(2-hydroxy-1-phenylethyl)-3-(4-(pyridin-4-yl)phenyl)urea,C552258,,Diabetic Neuropathies,MESH:D003929,therapeutic,20710117
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",D019377,59985-28-3,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,16380483
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",D019377,59985-28-3,Neoplasm Invasiveness,MESH:D009361,marker/mechanism,21739938
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,"Adenoma, Liver Cell",MESH:D018248,marker/mechanism,1987363
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,Hemangiosarcoma,MESH:D006394,marker/mechanism,3401843
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,Intestinal Neoplasms,MESH:D007414,marker/mechanism,3468300|6847770
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,"Leukemia, Experimental",MESH:D007942,marker/mechanism,3468300
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,"Leukemia, Myeloid, Acute",MESH:D015470,marker/mechanism,1987363
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,Lung Neoplasms,MESH:D008175,marker/mechanism,1987363|6847770|7513819
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,"Lymphoma, B-Cell",MESH:D016393,marker/mechanism,1987363|2208085
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,"Neoplasms, Experimental",MESH:D009374,marker/mechanism,3130352
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,Osteoblastoma,MESH:D018215,marker/mechanism,3468300
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,Osteosarcoma,MESH:D012516,marker/mechanism,1987363|3468300|6847770
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,Papilloma,MESH:D010212,marker/mechanism,7513819
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,Skin Neoplasms,MESH:D012878,marker/mechanism,6847770
1-(2-hydroxyethyl)-1-nitrosourea,C022146,13743-07-2,Stomach Neoplasms,MESH:D013274,marker/mechanism,6847770
"1,2-linoleoylphosphatidylcholine",C002448,6542-05-8,Learning Disabilities,MESH:D007859,therapeutic,19100751
"1,2-linoleoylphosphatidylcholine",C002448,6542-05-8,Memory Disorders,MESH:D008569,therapeutic,19100751
1-(2-methoxy-5-nitrophenylazo)-2-hydroxy-3-(3-nitrophenylcarbamoyl)naphthalene,C506598,,Coronary Thrombosis,MESH:D003328,marker/mechanism,16048847
1-(2-methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine,C058895,115338-32-4,Amnesia,MESH:D000647,therapeutic,17369909
1-(2-methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine,C058895,115338-32-4,Edema,MESH:D004487,marker/mechanism,15748628
1-(2-methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine,C058895,115338-32-4,Hyperkinesis,MESH:D006948,therapeutic,15213358
"1-(2-methoxy-phenyl)-4-(4-(4-(6-imidazol(2,1-b) thiazolyl)-phenoxy)-butyl-4-(14)C)-piperazine dimethane",C427703,,Amnesia,MESH:D000647,therapeutic,15619116
"1-(2-methoxy-phenyl)-4-(4-(4-(6-imidazol(2,1-b) thiazolyl)-phenoxy)-butyl-4-(14)C)-piperazine dimethane",C427703,,Learning Disabilities,MESH:D007859,therapeutic,15619116
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,Amphetamine-Related Disorders,MESH:D019969,therapeutic,19737591
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,Binge-Eating Disorder,MESH:D056912,therapeutic,26589243
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,Cocaine-Related Disorders,MESH:D019970,therapeutic,19591850
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,"Dyskinesia, Drug-Induced",MESH:D004409,therapeutic,19737591
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,Fatty Liver,MESH:D005234,therapeutic,27071101
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,Hepatomegaly,MESH:D006529,therapeutic,27071101
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,Hyperphagia,MESH:D006963,therapeutic,27071101
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,Obesity,MESH:D009765,therapeutic,27071101
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,19656173|20667500|22590628
1-(2-methyoxyethyl)-1-nitrosourea,C055821,108278-70-2,"Neoplasms, Experimental",MESH:D009374,marker/mechanism,3130352
"1,2-naphthoquinone",C040756,524-42-5,"Abnormalities, Drug-Induced",MESH:D000014,marker/mechanism,23684558
"1,2-naphthoquinone",C040756,524-42-5,"Anemia, Hemolytic",MESH:D000743,marker/mechanism,17265417
"1,2-naphthoquinone",C040756,524-42-5,Edema,MESH:D004487,marker/mechanism,19399481|23684558
"1,2-oleoylphosphatidylcholine",C017251,10015-85-7,"Protein Aggregation, Pathological",MESH:D066263,marker/mechanism,29649360
"12-O-tetradecanoylphorbol-1,3-acetate",C554292,,Disease Progression,MESH:D018450,marker/mechanism,20869957
"12-O-tetradecanoylphorbol-1,3-acetate",C554292,,Epstein-Barr Virus Infections,MESH:D020031,marker/mechanism,20869957
"12-O-tetradecanoylphorbol-1,3-acetate",C554292,,Genomic Instability,MESH:D042822,marker/mechanism,20869957
"12-O-tetradecanoylphorbol-1,3-acetate",C554292,,Nasopharyngeal Carcinoma,MESH:D000077274,marker/mechanism,20869957
"12-O-tetradecanoylphorbol-1,3-acetate",C554292,,Skin Neoplasms,MESH:D012878,marker/mechanism,22009531
1-(2-phenethyl)-4-(2-pyridyl)piperazine,C519696,,Seizures,MESH:D012640,therapeutic,17241657
1-(2-thienyl)-2-(methylamino)propane,C583008,,Fever,MESH:D005334,marker/mechanism,30922767
1-(2-trifluoromethoxyphenyl)-2-nitroethanone,C576882,,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,23586759
1-(2-trifluoromethylphenyl)imidazole,C098186,25371-96-4,"Abnormalities, Drug-Induced",MESH:D000014,marker/mechanism,25181703
1-(2-trifluoromethylphenyl)imidazole,C098186,25371-96-4,Seizures,MESH:D012640,therapeutic,9222532
1-(2-trifluoromethylphenyl)imidazole,C098186,25371-96-4,Status Epilepticus,MESH:D013226,therapeutic,9222532
1-(2-(tris(4-methoxyphenyl)methoxy)ethyl)-3-piperidinecarboxylic acid,C092337,,Sleep Wake Disorders,MESH:D012893,therapeutic,21396773
130-nm albumin-bound paclitaxel,C520255,,Breast Neoplasms,MESH:D001943,therapeutic,19637953
"13,14-dihydro-15-ketoprostaglandin D2",C034832,59894-07-4,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,21094227|21735453
"13,14-dihydroprostaglandin E1",C069881,19313-28-1,Pulmonary Edema,MESH:D011654,marker/mechanism,8848548
"13,14-dihydroretinol",C518301,,Atherosclerosis,MESH:D050197,marker/mechanism,35284547
"13,17,21-trimethyldocosa-12,16,20-trien-11-one",C509503,,Macular Degeneration,MESH:D008268,therapeutic,16411761
1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate,C503102,,Alzheimer Disease,MESH:D000544,therapeutic,18573265
1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate,C503102,,Nervous System Diseases,MESH:D009422,therapeutic,18573265
1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate,C503102,,Parkinson Disease,MESH:D010300,therapeutic,18573265
"1-(3-(4-(3-chlorophenyl)-1-piperazinyl)propyl)-3,4-dihydro-5-methoxy-2(1H)-quinolinone",C404207,,Learning Disabilities,MESH:D007859,therapeutic,11907181
"1-(3-(4-(3-chlorophenyl)-1-piperazinyl)propyl)-3,4-dihydro-5-methoxy-2(1H)-quinolinone",C404207,,Memory Disorders,MESH:D008569,therapeutic,11907181
"1-(3',4',5'-trimethoxyphenyl)-3-(3'',4''-dimethoxy-2'-hydroxyphenyl)propane",C552420,,"Carcinoma, Hepatocellular",MESH:D006528,therapeutic,20674558
"1-(3,4-dichlorophenyl)-3-azabicyclo-(3.1.0)hexane hydrochloride",C474071,,Depressive Disorder,MESH:D003866,therapeutic,21446715|21739935
"1-(3,4-dichlorophenyl)-3-azabicyclo-(3.1.0)hexane hydrochloride",C474071,,"Disease Models, Animal",MESH:D004195,therapeutic,21446715
"1-(3,4-dihydro-6,7-dimethoxy-2(1H)-isoquinolinyl)-3,3-dimethyl-2-((4-pyridinylmethyl)amino)-1-butanone",C572065,,Hypothermia,MESH:D007035,therapeutic,26799708
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,Reperfusion Injury,MESH:D015427,therapeutic,28063877
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,Retinal Diseases,MESH:D012164,therapeutic,28063877
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,Sepsis,MESH:D018805,therapeutic,28063877
"1,3,5,6-tetrahydroxyxanthone",C528657,,Stomach Ulcer,MESH:D013276,therapeutic,27545833
"1,3,7,9-tetramethyluric acid",C077059,,"Liver Cirrhosis, Experimental",MESH:D008106,therapeutic,35872049
"1,3-benzenediamidoethanethiol",C473336,,Mercury Poisoning,MESH:D008630,therapeutic,22573916
"1,3-benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile",C489138,,"Leukemia, Monocytic, Acute",MESH:D007948,therapeutic,16972261
"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine",C534147,,Hyperalgesia,MESH:D006930,therapeutic,18846037|30414958
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,Disorders of Sex Development,MESH:D012734,therapeutic,21420409
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,Neoplasm Invasiveness,MESH:D009361,therapeutic,33683587
"1,3-butadiene",C031763,106-99-0,Autistic Disorder,MESH:D001321,marker/mechanism,25051312
"1,3-butadiene",C031763,106-99-0,Brain Neoplasms,MESH:D001932,marker/mechanism,16860786
"1,3-butadiene",C031763,106-99-0,Breast Neoplasms,MESH:D001943,marker/mechanism,11921183|12165863
"1,3-butadiene",C031763,106-99-0,Carcinogenesis,MESH:D063646,marker/mechanism,30990016
"1,3-butadiene",C031763,106-99-0,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,21602187
"1,3-butadiene",C031763,106-99-0,Chromosome Aberrations,MESH:D002869,marker/mechanism,20017413|20726224|23159492
"1,3-butadiene",C031763,106-99-0,Genomic Instability,MESH:D042822,marker/mechanism,21602187
"1,3-butadiene",C031763,106-99-0,Glioma,MESH:D005910,marker/mechanism,15814359
"1,3-butadiene",C031763,106-99-0,Hemangiosarcoma,MESH:D006394,marker/mechanism,10930038|2208121
"1,3-butadiene",C031763,106-99-0,Leukemia,MESH:D007938,marker/mechanism,16155477|26070419|26343807
"1,3-butadiene",C031763,106-99-0,Liver Neoplasms,MESH:D008113,marker/mechanism,2208121
"1,3-butadiene",C031763,106-99-0,Lung Neoplasms,MESH:D008175,marker/mechanism,16860786|17372256|2208121
