Enzyme,Action,Target_Organ,Next_Step
ATG7,Inhibit,Liver,Liver Failure
ATL1,Inhibit,Brain,"NEUROPATHY, HEREDITARY SENSORY, TYPE ID"
ATL3,Inhibit,Brain,"NEUROPATHY, HEREDITARY SENSORY, TYPE IF"
ATM,Inhibit,Liver,"Carcinoma, Hepatocellular"
ATM,Inhibit,Heart,"Cardiomyopathy, Dilated"
ATM,Inhibit,Liver,Liver Cirrhosis
ATM,Inhibit,Heart,Myocardial Infarction
ATOH8,Inhibit,Liver,Chemical and Drug Induced Liver Injury
ATOX1,Inhibit,Liver,"Hepatitis, Chronic"
ATP10D,Inhibit,Liver,"Liver Cirrhosis, Experimental"
ATP13A2,Inhibit,Brain,Neuronal Ceroid-Lipofuscinoses
ATP1A1,Inhibit,Heart,Myocardial Infarction
ATP1A1,Inhibit,Heart,Myocardial Ischemia
ATP1A1,Inhibit,Heart,Myocardial Reperfusion Injury
ATP1A3,Inhibit,Heart,Heart Failure
ATP2A1,Inhibit,Heart,Heart Failure
ATP2A2,Inhibit,Heart,Cardiomegaly
ATP2A2,Inhibit,Heart,Diabetic Cardiomyopathies
ATP2A2,Inhibit,Heart,Heart Diseases
ATP2A2,Inhibit,Heart,Heart Failure
ATP2A2,Inhibit,Heart,Myocardial Reperfusion Injury
ATP2A2,Inhibit,Heart,Myocardial Stunning
ATP5F1B,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
ATP5IF1,Inhibit,Liver,Fatty Liver
ATP5ME,Inhibit,Heart,Heart Diseases
ATP5PD,Inhibit,Liver,"Carcinoma, Hepatocellular"
ATP5PF,Inhibit,Heart,Heart Diseases
ATP6,Inhibit,Brain,Neuropathy ataxia and retinitis pigmentosa
ATP6V1D,Inhibit,Liver,Chemical and Drug Induced Liver Injury
ATP6V1D,Inhibit,Liver,"Liver Cirrhosis, Experimental"
ATP7A,Inhibit,Liver,"Hepatitis, Chronic"
ATP7A,Inhibit,Liver,"Liver Neoplasms, Experimental"
ATP7A,Inhibit,Brain,Neurologic Manifestations
ATP7B,Inhibit,Liver,Fatty Liver
ATP7B,Inhibit,Liver,Hepatitis
ATP7B,Inhibit,Liver,Hepatolenticular Degeneration
ATP7B,Inhibit,Liver,Liver Cirrhosis
ATP7B,Inhibit,Liver,Liver Diseases
ATP7B,Inhibit,Liver,"Liver Failure, Acute"
ATP7B,Inhibit,Liver,Liver Neoplasms
ATP7B,Inhibit,Liver,"Liver Neoplasms, Experimental"
ATP8B1,Inhibit,Liver,"Cholestasis, Intrahepatic"
ATP8B1,Inhibit,Liver,"Cholestasis, progressive familial intrahepatic 1"
ATP8B1,Inhibit,Liver,"Cholestasis, progressive familial intrahepatic 3"
ATP8B1,Inhibit,Liver,Intrahepatic Cholestasis of Pregnancy
ATRN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
ATRX,Inhibit,Brain,Neuroblastoma
ATRX,Inhibit,Brain,Neuroendocrine Tumors
ATXN1,Inhibit,Brain,Neurodegenerative Diseases
AURKA,Inhibit,Liver,"Carcinoma, Hepatocellular"
AURKA,Inhibit,Brain,Neuroblastoma
AURKB,Inhibit,Liver,"Carcinoma, Hepatocellular"
AVP,Inhibit,Heart,"Arrhythmias, Cardiac"
AVP,Inhibit,Heart,Cardiomyopathies
AVP,Inhibit,Brain,"Diabetes Insipidus, Neurogenic"
AVP,Inhibit,Heart,Heart Failure
AVPR2,Inhibit,Heart,Cardiomyopathies
AVPR2,Inhibit,Heart,Heart Failure
AXIN1,Inhibit,Liver,"Carcinoma, Hepatocellular"
AXIN2,Inhibit,Heart,"Cardiomyopathy, Dilated"
AXIN2,Inhibit,Heart,Myocardial Ischemia
AXL,Inhibit,Liver,"Liver Cirrhosis, Experimental"
AXL,Inhibit,Brain,"Neurofibroma, Plexiform"
B2M,Inhibit,Heart,Heart Diseases
B3GAT1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
B3GAT3,Inhibit,Heart,"MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS"
B4GALT5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
B9D1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BACH1,Inhibit,Heart,Cardiotoxicity
BAG3,Inhibit,Heart,"CARDIOMYOPATHY, DILATED, 1HH"
BAK1,Inhibit,Liver,"Liver Neoplasms, Experimental"
BAK1,Inhibit,Heart,Myocardial Infarction
BAMBI,Inhibit,Heart,Cardiomegaly
BAMBI,Inhibit,Heart,Heart Failure
BAMBI,Inhibit,Liver,Liver Cirrhosis
BAP1,Inhibit,Liver,Liver Neoplasms
BAP1,Inhibit,Brain,Neuroendocrine Tumors
BARD1,Inhibit,Brain,Neuroblastoma
BAX,Inhibit,Brain,Cerebral Hemorrhage
BAX,Inhibit,Liver,Chemical and Drug Induced Liver Injury
BAX,Inhibit,Heart,Myocardial Infarction
BAX,Inhibit,Heart,Myocardial Reperfusion Injury
BBC3,Inhibit,Brain,Brain Ischemia
BBC3,Inhibit,Liver,"Liver Neoplasms, Experimental"
BBOX1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BCHE,Inhibit,Heart,Cardiotoxicity
BCHE,Inhibit,Brain,Neuroblastoma
BCHE,Inhibit,Brain,Neurotoxicity Syndromes
BCHE,Inhibit,Heart,Tachycardia
BCL2,Inhibit,Brain,Cerebral Hemorrhage
BCL2,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
BCL2,Inhibit,Liver,"Liver Neoplasms, Experimental"
BCL2,Inhibit,Heart,Myocardial Infarction
BCL2A1D,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BCL2L1,Inhibit,Liver,"Carcinoma, Hepatocellular"
BCL2L1,Inhibit,Brain,Cerebral Hemorrhage
BCL2L1,Inhibit,Liver,Liver Diseases
BCL2L1,Inhibit,Liver,"Liver Neoplasms, Experimental"
BCL2L1,Inhibit,Heart,Myocardial Infarction
BCL2L1,Inhibit,Brain,Neurotoxicity Syndromes
BCO2,Inhibit,Liver,"Carcinoma, Hepatocellular"
BCR,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BDH1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
BDH1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BDKRB2,Inhibit,Heart,Cardiomyopathies
BDKRB2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
BDNF,Inhibit,Brain,Brain Injuries
BDNF,Inhibit,Brain,Brain Ischemia
BECN1,Inhibit,Brain,Brain Injuries
BECN1,Inhibit,Heart,Myocardial Infarction
BGLAP,Inhibit,Heart,Heart Valve Diseases
BGN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BHLHE40,Inhibit,Heart,Myocardial Ischemia
BHMT,Inhibit,Liver,Hepatolenticular Degeneration
BICD2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BID,Inhibit,Liver,"Carcinoma, Hepatocellular"
BIRC2,Inhibit,Brain,Neuroblastoma
BIRC3,Inhibit,Liver,Fatty Liver
BIRC3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BIRC3,Inhibit,Brain,Neuroblastoma
BIRC5,Inhibit,Liver,"Carcinoma, Hepatocellular"
BKGD,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BLOC1S2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BLVRA,Inhibit,Liver,HYPERBILIVERDINEMIA
BLVRA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BLVRB,Inhibit,Liver,Chemical and Drug Induced Liver Injury
BMAL1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
BMAL1,Inhibit,Heart,Myocardial Ischemia
BMF,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BMP10,Inhibit,Heart,"Heart Failure, Systolic"
BMP2,Inhibit,Heart,Cardiotoxicity
BMP7,Inhibit,Liver,"Liver Cirrhosis, Experimental"
BMPER,Inhibit,Liver,"Carcinoma, Hepatocellular"
BPNT1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
BRAF,Inhibit,Liver,"Carcinoma, Hepatocellular"
BRAF,Inhibit,Heart,Cardiofaciocutaneous syndrome
BRAF,Inhibit,Liver,Liver Neoplasms
BRAF,Inhibit,Brain,Neuroendocrine Tumors
BRAP,Inhibit,Heart,Myocardial Infarction
BRD4,Inhibit,Liver,Chemical and Drug Induced Liver Injury
BSG,Inhibit,Liver,"Carcinoma, Hepatocellular"
BSN,Inhibit,Heart,Heart Diseases
BTD,Inhibit,Liver,Chemical and Drug Induced Liver Injury
BTG2,Inhibit,Liver,"Carcinoma, Hepatocellular"
BUB1,Inhibit,Liver,"Carcinoma, Hepatocellular"
BUB1B,Inhibit,Liver,"Carcinoma, Hepatocellular"
C11H3ORF70,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C13H1ORF21,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C14ORF180,Inhibit,Liver,"Carcinoma, Hepatocellular"
C19ORF12,Inhibit,Brain,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4
C1QA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C1QB,Inhibit,Liver,Liver Cirrhosis
C1QB,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C1QB,Inhibit,Heart,Myocardial Ischemia
C1QC,Inhibit,Liver,"Fatty Liver, Alcoholic"
C1QC,Inhibit,Liver,Hepatitis C
C1QC,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C1QC,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
C1S,Inhibit,Liver,"Hepatitis, Autoimmune"
C3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
C3,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
C5AR1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C5H1ORF210,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C6,Inhibit,Heart,Heart Valve Diseases
C7,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C8G,Inhibit,Liver,"Liver Cirrhosis, Experimental"
C9,Inhibit,Liver,"Carcinoma, Hepatocellular"
C9ORF72,Inhibit,Brain,Frontotemporal Dementia With Motor Neuron Disease
CA2,Inhibit,Liver,"Carcinoma, Hepatocellular"
CA3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CA3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CABCOCO1,Inhibit,Liver,Hepatomegaly
CABIN1,Inhibit,Heart,Cardiomegaly
CACNA1C,Inhibit,Heart,"Arrhythmias, Cardiac"
CACNA1D,Inhibit,Heart,Bradycardia
CACNA1D,Inhibit,Heart,Heart Block
CACNA1D,Inhibit,Heart,"Tachycardia, Supraventricular"
CACNA2D3,Inhibit,Brain,Neurodevelopmental Disorders
CADPS2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CALCA,Inhibit,Brain,Neurogenic Inflammation
CALCA,Inhibit,Brain,Sciatic Neuropathy
CALM1,Inhibit,Heart,Polymorphic Catecholaminergic Ventricular Tachycardia
CALR,Inhibit,Heart,Myocardial Ischemia
CAMK2A,Inhibit,Liver,Hepatolenticular Degeneration
CAMK2A,Inhibit,Liver,Hepatomegaly
CAMK2D,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CAMK2D,Inhibit,Heart,Myocardial Ischemia
CANX,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CANX,Inhibit,Heart,Myocardial Ischemia
CAP1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CAP2,Inhibit,Liver,"Carcinoma, Hepatocellular"
CAPG,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CAPN2,Inhibit,Heart,Hypoplastic Left Heart Syndrome
CAR3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CAR3,Inhibit,Liver,Fatty Liver
CAR3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CAR3,Inhibit,Liver,"Liver Neoplasms, Experimental"
CAR5A,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CASK,Inhibit,Brain,Neurodevelopmental Disorders
CASP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CASP1,Inhibit,Heart,Myocardial Reperfusion Injury
CASP12,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CASP12,Inhibit,Heart,Myocardial Reperfusion Injury
CASP3,Inhibit,Brain,Brain Ischemia
CASP3,Inhibit,Brain,Cerebral Hemorrhage
CASP3,Inhibit,Liver,Copper-Overload Cirrhosis
CASP3,Inhibit,Brain,Diabetic Neuropathies
CASP3,Inhibit,Heart,Heart Valve Diseases
CASP3,Inhibit,Liver,"Hepatitis, Chronic"
CASP3,Inhibit,Heart,Myocardial Infarction
CASP3,Inhibit,Heart,Myocardial Reperfusion Injury
CASP3,Inhibit,Brain,Neurotoxicity Syndromes
CASP4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CASP7,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CASP7,Inhibit,Heart,Myocardial Reperfusion Injury
CASP8,Inhibit,Liver,"Carcinoma, Hepatocellular"
CASP8,Inhibit,Brain,Cerebral Hemorrhage
CASP8,Inhibit,Heart,Myocardial Reperfusion Injury
CASP9,Inhibit,Brain,Brain Ischemia
CASP9,Inhibit,Heart,Myocardial Reperfusion Injury
CASQ2,Inhibit,Heart,Polymorphic Catecholaminergic Ventricular Tachycardia
CASQ2,Inhibit,Heart,"Tachycardia, Ventricular"
CASQ2,Inhibit,Heart,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY"
CAST,Inhibit,Liver,"Liver Failure, Acute"
CAST,Inhibit,Heart,Myocarditis
CAT,Inhibit,Brain,Brain Ischemia
CAT,Inhibit,Liver,"Carcinoma, Hepatocellular"
CAT,Inhibit,Heart,Cardiomyopathies
CAT,Inhibit,Heart,Cardiotoxicity
CAT,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CAT,Inhibit,Brain,Diabetic Neuropathies
CAT,Inhibit,Liver,Fatty Liver
CAT,Inhibit,Heart,Heart Failure
CAT,Inhibit,Liver,Hepatitis
CAT,Inhibit,Liver,"Hepatitis, Chronic"
CAT,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
CAT,Inhibit,Heart,Myocardial Infarction
CAT,Inhibit,Heart,Myocardial Reperfusion Injury
CAT,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
CAT-2,Inhibit,Brain,Neurodegenerative Diseases
CAV1,Inhibit,Heart,Cardiomegaly
CAV1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CAV3,Inhibit,Heart,Cardiomegaly
CAV3,Inhibit,Heart,"Cardiomyopathy, Familial Hypertrophic, 1"
CAV3,Inhibit,Heart,"Heart Defects, Congenital"
CBFB,Inhibit,Heart,"Heart Defects, Congenital"
CBR1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CBR1,Inhibit,Heart,Cardiomyopathies
CBS,Inhibit,Heart,Cardiovascular Diseases
CCBE1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCDC126,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CCDC134,Inhibit,Liver,Liver Neoplasms
CCDC80,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CCK,Inhibit,Liver,Liver Diseases
CCK,Inhibit,Brain,Neurobehavioral Manifestations
CCK,Inhibit,Brain,Neurotoxicity Syndromes
CCL11,Inhibit,Brain,Brain Ischemia
CCL12,Inhibit,Brain,Brain Ischemia
CCL14,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCL2,Inhibit,Brain,Brain Injuries
CCL2,Inhibit,Brain,Brain Ischemia
CCL2,Inhibit,Heart,Cardiotoxicity
CCL2,Inhibit,Heart,Cardiovascular Diseases
CCL2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CCL2,Inhibit,Liver,Fatty Liver
CCL2,Inhibit,Heart,Heart Failure
CCL2,Inhibit,Heart,Heart Valve Diseases
CCL2,Inhibit,Liver,"Hepatitis, Autoimmune"
CCL2,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
CCL2,Inhibit,Liver,Liver Cirrhosis
CCL2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CCL2,Inhibit,Liver,Liver Diseases
CCL2,Inhibit,Heart,Myocardial Ischemia
CCL2,Inhibit,Heart,Myocardial Reperfusion Injury
CCL20,Inhibit,Liver,"Liver Neoplasms, Experimental"
CCL3,Inhibit,Brain,Brain Ischemia
CCL3,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCL3,Inhibit,Heart,Myocardial Ischemia
CCL4,Inhibit,Brain,Brain Ischemia
CCL4,Inhibit,Heart,Myocardial Ischemia
CCL5,Inhibit,Liver,"Hepatitis, Alcoholic"
CCL5,Inhibit,Liver,"Hepatitis, Autoimmune"
CCL5,Inhibit,Liver,"Liver Cirrhosis, Biliary"
CCL5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CCL6,Inhibit,Heart,Heart Valve Diseases
CCL6,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CCL7,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
CCL9,Inhibit,Brain,Brain Ischemia
CCM2,Inhibit,Brain,Cerebral Cavernous Malformations 2
CCN1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCN2,Inhibit,Liver,"Cholestasis, Extrahepatic"
CCN2,Inhibit,Heart,Heart Failure
CCN2,Inhibit,Liver,"Hepatitis B, Chronic"
CCN2,Inhibit,Liver,Liver Cirrhosis
CCN2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CCN2A,Inhibit,Brain,Brain Neoplasms
CCNA1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCNA2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CCNB1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCNB2,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCNB2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CCND1,Inhibit,Brain,Brain Neoplasms
CCND1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCND1,Inhibit,Liver,Liver Neoplasms
CCND1,Inhibit,Liver,"Liver Neoplasms, Experimental"
CCND1,Inhibit,Heart,Myocardial Ischemia
CCND2,Inhibit,Heart,Cardiomegaly
CCND2,Inhibit,Heart,Myocardial Ischemia
CCNDBP1,Inhibit,Liver,"Liver Neoplasms, Experimental"
CCNE1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCNF,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCNG1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CCNH,Inhibit,Liver,Liver Neoplasms
CCR1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CCR1,Inhibit,Liver,Liver Diseases
CCR2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CCR2,Inhibit,Liver,Liver Diseases
CCR4,Inhibit,Brain,Brain Ischemia
CCR4,Inhibit,Liver,Liver Neoplasms
CCR5,Inhibit,Liver,Hepatitis C
CCS,Inhibit,Liver,"Hepatitis, Chronic"
CCT3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CCT5,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CCT5,Inhibit,Brain,"Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive"
CD14,Inhibit,Brain,Brain Injuries
CD14,Inhibit,Liver,Liver Cirrhosis
CD14,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
CD163,Inhibit,Liver,"Carcinoma, Hepatocellular"
CD163,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD200R1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD200R2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD209,Inhibit,Liver,Hepatitis C
CD24,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD27,Inhibit,Heart,"Cardiomyopathy, Dilated"
CD27,Inhibit,Heart,Myocarditis
CD274,Inhibit,Liver,"Carcinoma, Hepatocellular"
CD276,Inhibit,Liver,"Carcinoma, Hepatocellular"
CD276,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD34,Inhibit,Liver,"Carcinoma, Hepatocellular"
CD36,Inhibit,Heart,"Cardiomyopathy, Dilated"
CD36,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD36,Inhibit,Heart,Myocardial Ischemia
CD38,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD38,Inhibit,Heart,Myocardial Ischemia
CD3D,Inhibit,Liver,"Liver Cirrhosis, Biliary"
CD3D,Inhibit,Liver,Liver Diseases
CD3D,Inhibit,Brain,Neurotoxicity Syndromes
CD44,Inhibit,Brain,Neuroblastoma
CD48,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD53,Inhibit,Brain,Gastro-enteropancreatic neuroendocrine tumor
CD53,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD5L,Inhibit,Liver,"Carcinoma, Hepatocellular"
CD5L,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD63,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD63,Inhibit,Liver,"Liver Neoplasms, Experimental"
CD68,Inhibit,Liver,"Cholestasis, Extrahepatic"
CD68,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD7,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD70,Inhibit,Heart,"Cardiomyopathy, Dilated"
CD70,Inhibit,Heart,Myocarditis
CD74,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD74,Inhibit,Liver,"Liver Failure, Acute"
CD79B,Inhibit,Liver,Liver Diseases
CD80,Inhibit,Liver,"Liver Cirrhosis, Biliary"
CD81,Inhibit,Liver,Hepatitis C
CD83,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD86,Inhibit,Brain,Gastro-enteropancreatic neuroendocrine tumor
CD86,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CD86,Inhibit,Liver,Liver Diseases
CD9,Inhibit,Liver,Liver Cirrhosis
CDC20,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDC25B,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CDC25B,Inhibit,Heart,"Heart Failure, Diastolic"
CDC25C,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDC42BPB,Inhibit,Brain,Neurodevelopmental Disorders
CDC42SE1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CDC45,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDC6,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDCA2,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDCA3,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDCA5,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDCA8,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDH1,Inhibit,Liver,Liver Cirrhosis
CDH1,Inhibit,Liver,"Liver Neoplasms, Experimental"
CDH13,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDH2,Inhibit,Heart,Myocardial Ischemia
CDH5,Inhibit,Liver,"Liver Cirrhosis, Biliary"
CDH5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CDK1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDK1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CDK13,Inhibit,Heart,"CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER"
CDK14,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDK4,Inhibit,Brain,Brain Neoplasms
CDK4,Inhibit,Brain,Brain Stem Neoplasms
CDK4,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDK5R1,Inhibit,Brain,Brain Diseases
CDK6,Inhibit,Brain,Brain Stem Neoplasms
CDKL5,Inhibit,Brain,Neurodevelopmental Disorders
CDKN1A,Inhibit,Brain,Brain Injuries
CDKN1A,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CDKN1A,Inhibit,Liver,Liver Neoplasms
CDKN1B,Inhibit,Liver,"Adenoma, Liver Cell"
CDKN1B,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDKN1B,Inhibit,Liver,Liver Neoplasms
CDKN1B,Inhibit,Brain,Neuroendocrine Tumors
CDKN2A,Inhibit,Brain,Brain Neoplasms
CDKN2A,Inhibit,Brain,Brain Stem Neoplasms
CDKN2A,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDKN2A,Inhibit,Liver,Liver Neoplasms
CDKN2A,Inhibit,Brain,Neuroblastoma
CDKN2B,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDKN2B,Inhibit,Liver,Liver Neoplasms
CDKN2B-AS1,Inhibit,Heart,Heart Failure
CDKN2C,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDKN3,Inhibit,Liver,"Carcinoma, Hepatocellular"
CDKN3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CDO1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CDS1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CDT1,Inhibit,Liver,"Carcinoma, Hepatocellular"
CEBPA,Inhibit,Liver,"Carcinoma, Hepatocellular"
CEBPB,Inhibit,Brain,Brain Injuries
CEBPB,Inhibit,Brain,Brain Ischemia
CEBPB,Inhibit,Liver,"Carcinoma, Hepatocellular"
CEBPB,Inhibit,Heart,Cardiomegaly
CEBPB,Inhibit,Liver,Fatty Liver
CEBPD,Inhibit,Liver,"Carcinoma, Hepatocellular"
CEBPD,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CEBPD,Inhibit,Heart,Myocardial Ischemia
CELA1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CELA1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CELF2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CELSR3,Inhibit,Liver,"Carcinoma, Hepatocellular"
CEMIP2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CENPA,Inhibit,Liver,"Carcinoma, Hepatocellular"
CENPE,Inhibit,Liver,"Carcinoma, Hepatocellular"
CENPF,Inhibit,Liver,"Carcinoma, Hepatocellular"
CENPM,Inhibit,Liver,"Carcinoma, Hepatocellular"
CENPU,Inhibit,Liver,"Carcinoma, Hepatocellular"
CENPW,Inhibit,Liver,"Carcinoma, Hepatocellular"
CEP131,Inhibit,Liver,"Carcinoma, Hepatocellular"
CEP55,Inhibit,Liver,"Carcinoma, Hepatocellular"
CERK,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CERT1,Inhibit,Brain,Neurodevelopmental Disorders
CERT1,Inhibit,Brain,"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SPEECH DELAY, AND DYSMORPHIC FACIES"
CES1,Inhibit,Brain,Brain Injuries
CES1G,Inhibit,Liver,Fatty Liver
CES2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CES3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CES3,Inhibit,Heart,Myocardial Ischemia
CETP,Inhibit,Liver,"Carcinoma, Hepatocellular"
CETP,Inhibit,Heart,Cardiovascular Diseases
CFAP20,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CFB,Inhibit,Brain,Brain Injuries
CFD,Inhibit,Heart,Heart Failure
CFD,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CFH,Inhibit,Liver,Chemical and Drug Induced Liver Injury
CFP,Inhibit,Liver,"Carcinoma, Hepatocellular"
CFP,Inhibit,Liver,"Liver Cirrhosis, Experimental"
CGREF1,Inhibit,Liver,Liver Neoplasms
CHAF1B,Inhibit,Liver,"Carcinoma, Hepatocellular"
